,Symbol,Name,Sector,Industry,Type
1375,EVN,Eaton Vance Municipal Income Trust Common Stock,Finance,Investment Managers,EQUITY
1376,EVOK,Evoke Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1377,EVR,Evercore Inc. Class A Common Stock,Finance,Investment Managers,EQUITY
1378,EVRG,Evergy Inc. Common Stock,Utilities,Power Generation,EQUITY
1379,EVRI,Everi Holdings Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,EQUITY
1380,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,EQUITY
1381,EVTV,Envirotech Vehicles Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,EQUITY
1382,EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,EQUITY
1383,EW,Edwards Lifesciences Corporation Common Stock,Health Care,Industrial Specialties,EQUITY
1384,EWBC,East West Bancorp Inc. Common Stock,Finance,Commercial Banks,EQUITY
1385,EWCZ,European Wax Center Inc. Class A Common Stock,Consumer Discretionary,Package Goods/Cosmetics,EQUITY
1386,EWTX,Edgewise Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1387,EXAS,Exact Sciences Corporation Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,EQUITY
1388,EXC,Exelon Corporation Common Stock,Utilities,Power Generation,EQUITY
1389,EXEL,Exelixis Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,EQUITY
1390,EXFY,Expensify Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
1391,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,EQUITY
1392,EXLS,ExlService Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
1393,EXP,Eagle Materials Inc Common Stock,Industrials,Building Materials,EQUITY
1394,EXPD,Expeditors International of Washington Inc. Common Stock,Consumer Discretionary,Oil Refining/Marketing,EQUITY
1395,EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,Other Consumer Services,EQUITY
1396,EXPI,eXp World Holdings Inc. Common Stock,Finance,Real Estate,EQUITY
1397,EXPO,Exponent Inc. Common Stock,Consumer Discretionary,Professional Services,EQUITY
1398,EXR,Extra Space Storage Inc Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
1399,EXTR,Extreme Networks Inc. Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
1400,EYE,National Vision Holdings Inc. Common Stock,Health Care,Ophthalmic Goods,EQUITY
1401,EYEN,Eyenovia Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1402,EYPT,EyePoint Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1403,EZFL,EzFill Holdings Inc. Common Stock,Technology,EDP Services,EQUITY
1404,EZPW,EZCORP Inc. Class A Non Voting Common Stock,Miscellaneous,Diversified Commercial Services,EQUITY
1405,F,Ford Motor Company Common Stock,Consumer Discretionary,Auto Manufacturing,EQUITY
1406,FA,First Advantage Corporation Common Stock,Consumer Discretionary,Business Services,EQUITY
1407,FAF,First American Corporation (New) Common Stock,Finance,Specialty Insurers,EQUITY
1408,FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,EQUITY
1409,FANG,Diamondback Energy Inc. Common Stock,Energy,Oil & Gas Production,EQUITY
1410,FARM,Farmer Brothers Company Common Stock,Consumer Staples,Specialty Foods,EQUITY
1411,FARO,FARO Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
1412,FAST,Fastenal Company Common Stock,Basic Materials,Construction Materials,EQUITY
1413,FAT,FAT Brands Inc. Class A Common Stock,Consumer Discretionary,Restaurants,EQUITY
1414,FATBB,FAT Brands Inc. Class B Common Stock,Consumer Discretionary,Restaurants,EQUITY
1415,FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,Consumer Discretionary,Restaurants,EQUITY
1416,FATE,Fate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
1417,FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,Finance,Investment Managers,EQUITY
1418,FBIO,Fortress Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1419,FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1420,FBIZ,First Business Financial Services Inc. Common Stock,Finance,Major Banks,EQUITY
1421,FBK,FB Financial Corporation Common Stock,Finance,Major Banks,EQUITY
1422,FBMS,First Bancshares Inc.,Finance,Major Banks,EQUITY
1423,FBNC,First Bancorp Common Stock,Finance,Major Banks,EQUITY
1424,FBRX,Forte Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1425,FC,Franklin Covey Company Common Stock,Consumer Discretionary,Professional Services,EQUITY
1426,FCAP,First Capital Inc. Common Stock,Finance,Savings Institutions,EQUITY
1427,FCBC,First Community Bankshares Inc. (VA) Common Stock,Finance,Major Banks,EQUITY
1428,FCCO,First Community Corporation Common Stock,Finance,Major Banks,EQUITY
1429,FCEL,FuelCell Energy Inc. Common Stock,Utilities,Electric Utilities: Central,EQUITY
1430,FCF,First Commonwealth Financial Corporation Common Stock,Finance,Major Banks,EQUITY
1431,FCFS,FirstCash Holdings Inc. Common Stock,Miscellaneous,Diversified Commercial Services,EQUITY
1432,FCN,FTI Consulting Inc. Common Stock,Consumer Discretionary,Professional Services,EQUITY
1433,FCNCA,First Citizens BancShares Inc. Class A Common Stock,Finance,Major Banks,EQUITY
1434,FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,Finance,Major Banks,EQUITY
1435,FCNCP,First Citizens BancShares Inc. Depositary Shares,Finance,Major Banks,EQUITY
1436,FCO,abrdn Global Income Fund Inc. Common Stock,Finance,Investment Managers,EQUITY
1437,FCPT,Four Corners Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
1438,FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies,EQUITY
1439,FCUV,Focus Universal Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
1440,FCX,Freeport-McMoRan Inc. Common Stock,Basic Materials,Metal Mining,EQUITY
1441,FDBC,Fidelity D & D Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
1442,FDMT,4D Molecular Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1443,FDS,FactSet Research Systems Inc. Common Stock,Finance,Advertising,EQUITY
1444,FDUS,Fidus Investment Corporation Common Stock,Finance,Finance/Investors Services,EQUITY
1445,FDX,FedEx Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
1446,FE,FirstEnergy Corp. Common Stock,Utilities,Electric Utilities: Central,EQUITY
1447,FEAM,5E Advanced Materials Inc. Common Stock,Industrials,Major Chemicals,EQUITY
1448,FEIM,Frequency Electronics Inc. Common Stock,Industrials,Electrical Products,EQUITY
1449,FELE,Franklin Electric Co. Inc. Common Stock,Consumer Discretionary,Metal Fabrications,EQUITY
1450,FEMY,Femasys Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
1451,FENC,Fennec Pharmaceuticals Inc. Common Stock,Health Care,Pharmaceuticals and Biotechnology,EQUITY
1452,FET,Forum Energy Technologies Inc. Common Stock,Industrials,Metal Fabrications,EQUITY
1453,FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
1454,FF,FutureFuel Corp.  Common shares,Industrials,Major Chemicals,EQUITY
1455,FFA,First Trust Enhanced Equity Income Fund,Finance,Investment Managers,EQUITY
1456,FFBC,First Financial Bancorp. Common Stock,Finance,Major Banks,EQUITY
1457,FFIC,Flushing Financial Corporation Common Stock,Finance,Major Banks,EQUITY
1458,FFIE,Faraday Future Intelligent Electric Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,EQUITY
1459,FFIN,First Financial Bankshares Inc. Common Stock,Finance,Major Banks,EQUITY
1460,FFIV,F5 Inc. Common Stock,Technology,EDP Services,EQUITY
1461,FFNW,First Financial Northwest Inc. Common Stock,Finance,Banks,EQUITY
1462,FFWM,First Foundation Inc. Common Stock,Finance,Major Banks,EQUITY
1463,FGB,First Trust Specialty Finance and Financial Opportunities Fund,Finance,Finance/Investors Services,EQUITY
1464,FGBI,First Guaranty Bancshares Inc. Common Stock,Finance,Major Banks,EQUITY
1465,FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,EQUITY
1466,FGEN,FibroGen Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
1467,FGF,FG Financial Group Inc. Common Stock (NV),Finance,Property-Casualty Insurers,EQUITY
1468,FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,Finance,Property-Casualty Insurers,EQUITY
1469,FGI,FGI Industries Ltd. Ordinary Shares,Finance,Finance Companies,EQUITY
1470,FHB,First Hawaiian Inc. Common Stock,Finance,Major Banks,EQUITY
1471,FHI,Federated Hermes Inc. Common Stock,Finance,Investment Managers,EQUITY
1472,FHN,First Horizon Corporation Common Stock,Finance,Major Banks,EQUITY
1473,FHTX,Foghorn Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
1474,FIAC,Focus Impact Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
1475,FIACU,Focus Impact Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,EQUITY
1476,FIBK,First Interstate BancSystem Inc. Class A Common Stock,Finance,Major Banks,EQUITY
1477,FICO,Fair Isaac Corproation Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
